Owner ID,Owner Name,Opponent ID,Opponent Name,Win %,Wins,Losses,Ties,Games Played,Points For,Points Against
{4D5B86DB-7730-4656-9B86-DB77306656BE},AK,{8827089B-9EEF-41B4-A708-9B9EEF01B411},ac,43.75,7,9,0,16,1827.9199999999998,1735.8600000000004
{4D5B86DB-7730-4656-9B86-DB77306656BE},AK,{26E8FD9F-DA6F-434C-84A0-D666C2DDEC56},dk,76.92,10,3,0,13,1588.52,1325.34
{EC205991-7770-43C6-94F0-5B719BD9243B},CC,{4D5B86DB-7730-4656-9B86-DB77306656BE},AK,44.44,8,10,0,18,2032.2800000000002,1946.94
{EC205991-7770-43C6-94F0-5B719BD9243B},CC,{4D8C84EB-2E3A-47C0-9B53-AFF14AC5EA37},CR,85.71,6,1,0,7,813.72,638.4
{EC205991-7770-43C6-94F0-5B719BD9243B},CC,{D2E084E8-90D0-4D92-A341-932971F0D009},DP,61.54,8,5,0,13,1310.32,1302.62
{EC205991-7770-43C6-94F0-5B719BD9243B},CC,{09E9F913-BDB0-4950-9644-E139FB665A84},DW,66.67,10,5,0,15,1755.1600000000003,1557.7199999999998
{EC205991-7770-43C6-94F0-5B719BD9243B},CC,{45D0A7E7-09F4-46A9-A645-D9916718BD78},GW,50.0,2,2,0,4,417.0,465.0
{EC205991-7770-43C6-94F0-5B719BD9243B},CC,{46A3A90B-4540-4E5B-ABF0-FF0CCED65E27},MS,52.94,9,7,1,17,1834.1799999999998,1710.6999999999998
{EC205991-7770-43C6-94F0-5B719BD9243B},CC,{AC461785-F6A3-4FE2-904F-9D3FB07C2316},PM,0.0,0,0,1,1,118.5,118.5
{EC205991-7770-43C6-94F0-5B719BD9243B},CC,{AB415A49-3D83-422A-815A-493D83822A7E},RP,57.14,8,5,1,14,1448.66,1298.3000000000002
{EC205991-7770-43C6-94F0-5B719BD9243B},CC,{10A033CE-9579-464C-A7D6-40A19C59EDC4},TM,50.0,7,7,0,14,1483.04,1541.9399999999998
{EC205991-7770-43C6-94F0-5B719BD9243B},CC,{2B87250A-3130-4743-975F-64E7E7AFB389},WM,100.0,1,0,0,1,120.0,93.0
{EC205991-7770-43C6-94F0-5B719BD9243B},CC,{8827089B-9EEF-41B4-A708-9B9EEF01B411},ac,56.25,9,7,0,16,1668.42,1682.2200000000003
{EC205991-7770-43C6-94F0-5B719BD9243B},CC,{26E8FD9F-DA6F-434C-84A0-D666C2DDEC56},dk,43.75,7,9,0,16,1762.7,1878.82
{4D8C84EB-2E3A-47C0-9B53-AFF14AC5EA37},CR,{4D5B86DB-7730-4656-9B86-DB77306656BE},AK,46.67,7,8,0,15,1671.56,1780.46
{4D8C84EB-2E3A-47C0-9B53-AFF14AC5EA37},CR,{EC205991-7770-43C6-94F0-5B719BD9243B},CC,14.29,1,6,0,7,638.4,813.72
{4D8C84EB-2E3A-47C0-9B53-AFF14AC5EA37},CR,{D2E084E8-90D0-4D92-A341-932971F0D009},DP,36.36,4,7,0,11,1134.9599999999998,1139.9
{4D8C84EB-2E3A-47C0-9B53-AFF14AC5EA37},CR,{09E9F913-BDB0-4950-9644-E139FB665A84},DW,35.71,5,9,0,14,1364.9200000000003,1624.7799999999997
{4D8C84EB-2E3A-47C0-9B53-AFF14AC5EA37},CR,{C061D55B-465C-4196-A1D5-5B465C0196C1},MD,0.0,0,1,0,1,106.76,130.76
{4D8C84EB-2E3A-47C0-9B53-AFF14AC5EA37},CR,{46A3A90B-4540-4E5B-ABF0-FF0CCED65E27},MS,46.15,6,7,0,13,1323.54,1323.3000000000002
{4D8C84EB-2E3A-47C0-9B53-AFF14AC5EA37},CR,{AB415A49-3D83-422A-815A-493D83822A7E},RP,36.84,7,12,0,19,1909.8799999999999,2019.8399999999997
{4D8C84EB-2E3A-47C0-9B53-AFF14AC5EA37},CR,{10A033CE-9579-464C-A7D6-40A19C59EDC4},TM,57.14,8,6,0,14,1599.5,1531.4199999999998
{4D8C84EB-2E3A-47C0-9B53-AFF14AC5EA37},CR,{8827089B-9EEF-41B4-A708-9B9EEF01B411},ac,40.0,4,6,0,10,1135.22,1082.44
{4D8C84EB-2E3A-47C0-9B53-AFF14AC5EA37},CR,{26E8FD9F-DA6F-434C-84A0-D666C2DDEC56},dk,37.5,3,5,0,8,761.5400000000001,947.56
{D2E084E8-90D0-4D92-A341-932971F0D009},DP,{4D5B86DB-7730-4656-9B86-DB77306656BE},AK,50.0,9,9,0,18,1788.8600000000001,1899.32
{D2E084E8-90D0-4D92-A341-932971F0D009},DP,{EC205991-7770-43C6-94F0-5B719BD9243B},CC,38.46,5,8,0,13,1302.62,1310.32
{D2E084E8-90D0-4D92-A341-932971F0D009},DP,{4D8C84EB-2E3A-47C0-9B53-AFF14AC5EA37},CR,63.64,7,4,0,11,1139.9,1134.9599999999998
{D2E084E8-90D0-4D92-A341-932971F0D009},DP,{09E9F913-BDB0-4950-9644-E139FB665A84},DW,42.11,8,11,0,19,1992.6200000000001,2023.8200000000004
{D2E084E8-90D0-4D92-A341-932971F0D009},DP,{45D0A7E7-09F4-46A9-A645-D9916718BD78},GW,50.0,2,2,0,4,408.5,506.0
{D2E084E8-90D0-4D92-A341-932971F0D009},DP,{C061D55B-465C-4196-A1D5-5B465C0196C1},MD,0.0,0,2,0,2,228.04,283.36
{D2E084E8-90D0-4D92-A341-932971F0D009},DP,{46A3A90B-4540-4E5B-ABF0-FF0CCED65E27},MS,40.0,6,9,0,15,1642.8600000000001,1628.3800000000003
{D2E084E8-90D0-4D92-A341-932971F0D009},DP,{AC461785-F6A3-4FE2-904F-9D3FB07C2316},PM,100.0,1,0,0,1,118.0,110.5
{D2E084E8-90D0-4D92-A341-932971F0D009},DP,{AB415A49-3D83-422A-815A-493D83822A7E},RP,61.9,13,8,0,21,2403.6000000000004,2250.74
{D2E084E8-90D0-4D92-A341-932971F0D009},DP,{10A033CE-9579-464C-A7D6-40A19C59EDC4},TM,50.0,6,6,0,12,1236.12,1252.2199999999998
{D2E084E8-90D0-4D92-A341-932971F0D009},DP,{2B87250A-3130-4743-975F-64E7E7AFB389},WM,0.0,0,1,0,1,91.5,123.5
{D2E084E8-90D0-4D92-A341-932971F0D009},DP,{8827089B-9EEF-41B4-A708-9B9EEF01B411},ac,50.0,9,9,0,18,1849.6000000000001,1930.4199999999998
{D2E084E8-90D0-4D92-A341-932971F0D009},DP,{26E8FD9F-DA6F-434C-84A0-D666C2DDEC56},dk,25.0,4,12,0,16,1709.96,1886.5400000000004
{09E9F913-BDB0-4950-9644-E139FB665A84},DW,{4D5B86DB-7730-4656-9B86-DB77306656BE},AK,52.94,9,8,0,17,2085.3399999999997,1968.92
{09E9F913-BDB0-4950-9644-E139FB665A84},DW,{EC205991-7770-43C6-94F0-5B719BD9243B},CC,33.33,5,10,0,15,1557.7199999999998,1755.1600000000003
{09E9F913-BDB0-4950-9644-E139FB665A84},DW,{4D8C84EB-2E3A-47C0-9B53-AFF14AC5EA37},CR,64.29,9,5,0,14,1624.7799999999997,1364.9200000000003
{09E9F913-BDB0-4950-9644-E139FB665A84},DW,{D2E084E8-90D0-4D92-A341-932971F0D009},DP,57.89,11,8,0,19,2023.8200000000004,1992.6200000000001
{09E9F913-BDB0-4950-9644-E139FB665A84},DW,{45D0A7E7-09F4-46A9-A645-D9916718BD78},GW,50.0,1,1,0,2,211.5,251.5
{09E9F913-BDB0-4950-9644-E139FB665A84},DW,{C061D55B-465C-4196-A1D5-5B465C0196C1},MD,0.0,0,1,0,1,106.04,116.72
{09E9F913-BDB0-4950-9644-E139FB665A84},DW,{46A3A90B-4540-4E5B-ABF0-FF0CCED65E27},MS,69.23,9,4,0,13,1505.1200000000001,1300.6399999999999
{09E9F913-BDB0-4950-9644-E139FB665A84},DW,{AC461785-F6A3-4FE2-904F-9D3FB07C2316},PM,50.0,1,1,0,2,148.0,177.0
{09E9F913-BDB0-4950-9644-E139FB665A84},DW,{AB415A49-3D83-422A-815A-493D83822A7E},RP,43.75,7,9,0,16,1663.74,1734.2999999999997
{09E9F913-BDB0-4950-9644-E139FB665A84},DW,{10A033CE-9579-464C-A7D6-40A19C59EDC4},TM,45.45,10,11,1,22,2327.8599999999997,2421.7200000000003
{09E9F913-BDB0-4950-9644-E139FB665A84},DW,{2B87250A-3130-4743-975F-64E7E7AFB389},WM,100.0,2,0,0,2,227.0,151.0
{09E9F913-BDB0-4950-9644-E139FB665A84},DW,{8827089B-9EEF-41B4-A708-9B9EEF01B411},ac,50.0,5,5,0,10,1074.46,1091.2400000000002
{09E9F913-BDB0-4950-9644-E139FB665A84},DW,{26E8FD9F-DA6F-434C-84A0-D666C2DDEC56},dk,44.44,8,10,0,18,2019.3799999999999,2026.8200000000002
{45D0A7E7-09F4-46A9-A645-D9916718BD78},GW,{4D5B86DB-7730-4656-9B86-DB77306656BE},AK,66.67,2,1,0,3,308.0,282.5
{45D0A7E7-09F4-46A9-A645-D9916718BD78},GW,{EC205991-7770-43C6-94F0-5B719BD9243B},CC,50.0,2,2,0,4,465.0,417.0
{45D0A7E7-09F4-46A9-A645-D9916718BD78},GW,{D2E084E8-90D0-4D92-A341-932971F0D009},DP,50.0,2,2,0,4,506.0,408.5
{45D0A7E7-09F4-46A9-A645-D9916718BD78},GW,{09E9F913-BDB0-4950-9644-E139FB665A84},DW,50.0,1,1,0,2,251.5,211.5
{45D0A7E7-09F4-46A9-A645-D9916718BD78},GW,{46A3A90B-4540-4E5B-ABF0-FF0CCED65E27},MS,100.0,3,0,0,3,332.5,239.5
{45D0A7E7-09F4-46A9-A645-D9916718BD78},GW,{AC461785-F6A3-4FE2-904F-9D3FB07C2316},PM,100.0,1,0,0,1,136.0,110.5
{45D0A7E7-09F4-46A9-A645-D9916718BD78},GW,{AB415A49-3D83-422A-815A-493D83822A7E},RP,66.67,2,1,0,3,337.0,308.5
{45D0A7E7-09F4-46A9-A645-D9916718BD78},GW,{10A033CE-9579-464C-A7D6-40A19C59EDC4},TM,0.0,0,2,0,2,150.0,267.5
{45D0A7E7-09F4-46A9-A645-D9916718BD78},GW,{8827089B-9EEF-41B4-A708-9B9EEF01B411},ac,50.0,1,1,0,2,193.0,204.0
{45D0A7E7-09F4-46A9-A645-D9916718BD78},GW,{26E8FD9F-DA6F-434C-84A0-D666C2DDEC56},dk,50.0,1,1,0,2,223.0,218.5
{C061D55B-465C-4196-A1D5-5B465C0196C1},MD,{4D5B86DB-7730-4656-9B86-DB77306656BE},AK,50.0,1,1,0,2,260.78,240.36
{C061D55B-465C-4196-A1D5-5B465C0196C1},MD,{4D8C84EB-2E3A-47C0-9B53-AFF14AC5EA37},CR,100.0,1,0,0,1,130.76,106.76
{C061D55B-465C-4196-A1D5-5B465C0196C1},MD,{D2E084E8-90D0-4D92-A341-932971F0D009},DP,100.0,2,0,0,2,283.36,228.04
{C061D55B-465C-4196-A1D5-5B465C0196C1},MD,{09E9F913-BDB0-4950-9644-E139FB665A84},DW,100.0,1,0,0,1,116.72,106.04
{C061D55B-465C-4196-A1D5-5B465C0196C1},MD,{46A3A90B-4540-4E5B-ABF0-FF0CCED65E27},MS,100.0,2,0,0,2,300.48,248.7
{C061D55B-465C-4196-A1D5-5B465C0196C1},MD,{AB415A49-3D83-422A-815A-493D83822A7E},RP,0.0,0,1,0,1,132.82,151.06
{C061D55B-465C-4196-A1D5-5B465C0196C1},MD,{10A033CE-9579-464C-A7D6-40A19C59EDC4},TM,50.0,1,1,0,2,245.92,229.42000000000002
{C061D55B-465C-4196-A1D5-5B465C0196C1},MD,{8827089B-9EEF-41B4-A708-9B9EEF01B411},ac,100.0,2,0,0,2,262.3,167.14
{C061D55B-465C-4196-A1D5-5B465C0196C1},MD,{26E8FD9F-DA6F-434C-84A0-D666C2DDEC56},dk,50.0,1,1,0,2,238.36,186.22
{46A3A90B-4540-4E5B-ABF0-FF0CCED65E27},MS,{4D5B86DB-7730-4656-9B86-DB77306656BE},AK,42.86,6,8,0,14,1567.44,1604.14
{46A3A90B-4540-4E5B-ABF0-FF0CCED65E27},MS,{EC205991-7770-43C6-94F0-5B719BD9243B},CC,41.18,7,9,1,17,1710.6999999999998,1834.1799999999998
{46A3A90B-4540-4E5B-ABF0-FF0CCED65E27},MS,{4D8C84EB-2E3A-47C0-9B53-AFF14AC5EA37},CR,53.85,7,6,0,13,1323.3000000000002,1323.54
{46A3A90B-4540-4E5B-ABF0-FF0CCED65E27},MS,{D2E084E8-90D0-4D92-A341-932971F0D009},DP,60.0,9,6,0,15,1628.3800000000003,1642.8600000000001
{46A3A90B-4540-4E5B-ABF0-FF0CCED65E27},MS,{09E9F913-BDB0-4950-9644-E139FB665A84},DW,30.77,4,9,0,13,1300.6399999999999,1505.1200000000001
{46A3A90B-4540-4E5B-ABF0-FF0CCED65E27},MS,{45D0A7E7-09F4-46A9-A645-D9916718BD78},GW,0.0,0,3,0,3,239.5,332.5
{46A3A90B-4540-4E5B-ABF0-FF0CCED65E27},MS,{C061D55B-465C-4196-A1D5-5B465C0196C1},MD,0.0,0,2,0,2,248.7,300.48
{46A3A90B-4540-4E5B-ABF0-FF0CCED65E27},MS,{AC461785-F6A3-4FE2-904F-9D3FB07C2316},PM,50.0,1,1,0,2,271.5,248.5
{46A3A90B-4540-4E5B-ABF0-FF0CCED65E27},MS,{AB415A49-3D83-422A-815A-493D83822A7E},RP,63.16,12,7,0,19,2096.4399999999996,1950.1799999999998
{46A3A90B-4540-4E5B-ABF0-FF0CCED65E27},MS,{10A033CE-9579-464C-A7D6-40A19C59EDC4},TM,31.25,5,11,0,16,1742.18,2126.14
{46A3A90B-4540-4E5B-ABF0-FF0CCED65E27},MS,{2B87250A-3130-4743-975F-64E7E7AFB389},WM,100.0,2,0,0,2,254.0,187.5
{46A3A90B-4540-4E5B-ABF0-FF0CCED65E27},MS,{8827089B-9EEF-41B4-A708-9B9EEF01B411},ac,35.71,5,9,0,14,1491.82,1635.02
{46A3A90B-4540-4E5B-ABF0-FF0CCED65E27},MS,{26E8FD9F-DA6F-434C-84A0-D666C2DDEC56},dk,71.43,15,6,0,21,2385.7400000000002,2169.94
{AC461785-F6A3-4FE2-904F-9D3FB07C2316},PM,{4D5B86DB-7730-4656-9B86-DB77306656BE},AK,100.0,1,0,0,1,112.0,92.0
{AC461785-F6A3-4FE2-904F-9D3FB07C2316},PM,{EC205991-7770-43C6-94F0-5B719BD9243B},CC,0.0,0,0,1,1,118.5,118.5
{AC461785-F6A3-4FE2-904F-9D3FB07C2316},PM,{D2E084E8-90D0-4D92-A341-932971F0D009},DP,0.0,0,1,0,1,110.5,118.0
{AC461785-F6A3-4FE2-904F-9D3FB07C2316},PM,{09E9F913-BDB0-4950-9644-E139FB665A84},DW,50.0,1,1,0,2,177.0,148.0
{AC461785-F6A3-4FE2-904F-9D3FB07C2316},PM,{45D0A7E7-09F4-46A9-A645-D9916718BD78},GW,0.0,0,1,0,1,110.5,136.0
{AC461785-F6A3-4FE2-904F-9D3FB07C2316},PM,{46A3A90B-4540-4E5B-ABF0-FF0CCED65E27},MS,50.0,1,1,0,2,248.5,271.5
{AC461785-F6A3-4FE2-904F-9D3FB07C2316},PM,{AB415A49-3D83-422A-815A-493D83822A7E},RP,100.0,1,0,0,1,130.5,116.0
{AC461785-F6A3-4FE2-904F-9D3FB07C2316},PM,{10A033CE-9579-464C-A7D6-40A19C59EDC4},TM,50.0,1,1,0,2,209.5,214.5
{AC461785-F6A3-4FE2-904F-9D3FB07C2316},PM,{26E8FD9F-DA6F-434C-84A0-D666C2DDEC56},dk,50.0,1,1,0,2,224.5,191.0
{AB415A49-3D83-422A-815A-493D83822A7E},RP,{4D5B86DB-7730-4656-9B86-DB77306656BE},AK,25.0,4,12,0,16,1418.0,1707.42
{AB415A49-3D83-422A-815A-493D83822A7E},RP,{EC205991-7770-43C6-94F0-5B719BD9243B},CC,35.71,5,8,1,14,1298.3000000000002,1448.66
{AB415A49-3D83-422A-815A-493D83822A7E},RP,{4D8C84EB-2E3A-47C0-9B53-AFF14AC5EA37},CR,63.16,12,7,0,19,2019.8399999999997,1909.8799999999999
{AB415A49-3D83-422A-815A-493D83822A7E},RP,{D2E084E8-90D0-4D92-A341-932971F0D009},DP,38.1,8,13,0,21,2250.74,2403.6000000000004
{AB415A49-3D83-422A-815A-493D83822A7E},RP,{09E9F913-BDB0-4950-9644-E139FB665A84},DW,56.25,9,7,0,16,1734.2999999999997,1663.74
{AB415A49-3D83-422A-815A-493D83822A7E},RP,{45D0A7E7-09F4-46A9-A645-D9916718BD78},GW,33.33,1,2,0,3,308.5,337.0
{AB415A49-3D83-422A-815A-493D83822A7E},RP,{C061D55B-465C-4196-A1D5-5B465C0196C1},MD,100.0,1,0,0,1,151.06,132.82
{AB415A49-3D83-422A-815A-493D83822A7E},RP,{46A3A90B-4540-4E5B-ABF0-FF0CCED65E27},MS,36.84,7,12,0,19,1950.1799999999998,2096.4399999999996
{AB415A49-3D83-422A-815A-493D83822A7E},RP,{AC461785-F6A3-4FE2-904F-9D3FB07C2316},PM,0.0,0,1,0,1,116.0,130.5
{AB415A49-3D83-422A-815A-493D83822A7E},RP,{10A033CE-9579-464C-A7D6-40A19C59EDC4},TM,50.0,7,7,0,14,1533.9199999999996,1470.4199999999998
{AB415A49-3D83-422A-815A-493D83822A7E},RP,{2B87250A-3130-4743-975F-64E7E7AFB389},WM,100.0,2,0,0,2,180.0,109.5
{AB415A49-3D83-422A-815A-493D83822A7E},RP,{8827089B-9EEF-41B4-A708-9B9EEF01B411},ac,61.54,8,5,0,13,1251.62,1298.4399999999998
{AB415A49-3D83-422A-815A-493D83822A7E},RP,{26E8FD9F-DA6F-434C-84A0-D666C2DDEC56},dk,33.33,4,8,0,12,1229.4,1320.52
{10A033CE-9579-464C-A7D6-40A19C59EDC4},TM,{4D5B86DB-7730-4656-9B86-DB77306656BE},AK,37.5,6,10,0,16,1783.2999999999997,1938.2000000000003
{10A033CE-9579-464C-A7D6-40A19C59EDC4},TM,{EC205991-7770-43C6-94F0-5B719BD9243B},CC,50.0,7,7,0,14,1541.9399999999998,1483.04
{10A033CE-9579-464C-A7D6-40A19C59EDC4},TM,{4D8C84EB-2E3A-47C0-9B53-AFF14AC5EA37},CR,42.86,6,8,0,14,1531.4199999999998,1599.5
{10A033CE-9579-464C-A7D6-40A19C59EDC4},TM,{D2E084E8-90D0-4D92-A341-932971F0D009},DP,50.0,6,6,0,12,1252.2199999999998,1236.12
{10A033CE-9579-464C-A7D6-40A19C59EDC4},TM,{09E9F913-BDB0-4950-9644-E139FB665A84},DW,50.0,11,10,1,22,2421.7200000000003,2327.8599999999997
{10A033CE-9579-464C-A7D6-40A19C59EDC4},TM,{45D0A7E7-09F4-46A9-A645-D9916718BD78},GW,100.0,2,0,0,2,267.5,150.0
{10A033CE-9579-464C-A7D6-40A19C59EDC4},TM,{C061D55B-465C-4196-A1D5-5B465C0196C1},MD,50.0,1,1,0,2,229.42000000000002,245.92
{10A033CE-9579-464C-A7D6-40A19C59EDC4},TM,{46A3A90B-4540-4E5B-ABF0-FF0CCED65E27},MS,68.75,11,5,0,16,2126.14,1742.18
{10A033CE-9579-464C-A7D6-40A19C59EDC4},TM,{AC461785-F6A3-4FE2-904F-9D3FB07C2316},PM,50.0,1,1,0,2,214.5,209.5
{10A033CE-9579-464C-A7D6-40A19C59EDC4},TM,{AB415A49-3D83-422A-815A-493D83822A7E},RP,50.0,7,7,0,14,1470.4199999999998,1533.9199999999996
{10A033CE-9579-464C-A7D6-40A19C59EDC4},TM,{2B87250A-3130-4743-975F-64E7E7AFB389},WM,0.0,0,1,0,1,104.5,111.5
{10A033CE-9579-464C-A7D6-40A19C59EDC4},TM,{8827089B-9EEF-41B4-A708-9B9EEF01B411},ac,75.0,12,4,0,16,1955.5000000000002,1685.62
{10A033CE-9579-464C-A7D6-40A19C59EDC4},TM,{26E8FD9F-DA6F-434C-84A0-D666C2DDEC56},dk,65.0,13,7,0,20,2290.3999999999996,2115.52
{2B87250A-3130-4743-975F-64E7E7AFB389},WM,{4D5B86DB-7730-4656-9B86-DB77306656BE},AK,0.0,0,2,0,2,191.5,235.0
{2B87250A-3130-4743-975F-64E7E7AFB389},WM,{EC205991-7770-43C6-94F0-5B719BD9243B},CC,0.0,0,1,0,1,93.0,120.0
{2B87250A-3130-4743-975F-64E7E7AFB389},WM,{D2E084E8-90D0-4D92-A341-932971F0D009},DP,100.0,1,0,0,1,123.5,91.5
{2B87250A-3130-4743-975F-64E7E7AFB389},WM,{09E9F913-BDB0-4950-9644-E139FB665A84},DW,0.0,0,2,0,2,151.0,227.0
{2B87250A-3130-4743-975F-64E7E7AFB389},WM,{46A3A90B-4540-4E5B-ABF0-FF0CCED65E27},MS,0.0,0,2,0,2,187.5,254.0
{2B87250A-3130-4743-975F-64E7E7AFB389},WM,{AB415A49-3D83-422A-815A-493D83822A7E},RP,0.0,0,2,0,2,109.5,180.0
{2B87250A-3130-4743-975F-64E7E7AFB389},WM,{10A033CE-9579-464C-A7D6-40A19C59EDC4},TM,100.0,1,0,0,1,111.5,104.5
{2B87250A-3130-4743-975F-64E7E7AFB389},WM,{8827089B-9EEF-41B4-A708-9B9EEF01B411},ac,0.0,0,1,0,1,87.0,165.0
{2B87250A-3130-4743-975F-64E7E7AFB389},WM,{26E8FD9F-DA6F-434C-84A0-D666C2DDEC56},dk,0.0,0,1,0,1,99.0,109.0
{8827089B-9EEF-41B4-A708-9B9EEF01B411},ac,{4D5B86DB-7730-4656-9B86-DB77306656BE},AK,56.25,9,7,0,16,1735.8600000000004,1827.9199999999998
{8827089B-9EEF-41B4-A708-9B9EEF01B411},ac,{EC205991-7770-43C6-94F0-5B719BD9243B},CC,43.75,7,9,0,16,1682.2200000000003,1668.42
{8827089B-9EEF-41B4-A708-9B9EEF01B411},ac,{4D8C84EB-2E3A-47C0-9B53-AFF14AC5EA37},CR,60.0,6,4,0,10,1082.44,1135.22
{8827089B-9EEF-41B4-A708-9B9EEF01B411},ac,{D2E084E8-90D0-4D92-A341-932971F0D009},DP,50.0,9,9,0,18,1930.4199999999998,1849.6000000000001
{8827089B-9EEF-41B4-A708-9B9EEF01B411},ac,{09E9F913-BDB0-4950-9644-E139FB665A84},DW,50.0,5,5,0,10,1091.2400000000002,1074.46
{8827089B-9EEF-41B4-A708-9B9EEF01B411},ac,{45D0A7E7-09F4-46A9-A645-D9916718BD78},GW,50.0,1,1,0,2,204.0,193.0
{8827089B-9EEF-41B4-A708-9B9EEF01B411},ac,{C061D55B-465C-4196-A1D5-5B465C0196C1},MD,0.0,0,2,0,2,167.14,262.3
{8827089B-9EEF-41B4-A708-9B9EEF01B411},ac,{46A3A90B-4540-4E5B-ABF0-FF0CCED65E27},MS,64.29,9,5,0,14,1635.02,1491.82
{8827089B-9EEF-41B4-A708-9B9EEF01B411},ac,{AB415A49-3D83-422A-815A-493D83822A7E},RP,38.46,5,8,0,13,1298.4399999999998,1251.62
{8827089B-9EEF-41B4-A708-9B9EEF01B411},ac,{10A033CE-9579-464C-A7D6-40A19C59EDC4},TM,25.0,4,12,0,16,1685.62,1955.5000000000002
{8827089B-9EEF-41B4-A708-9B9EEF01B411},ac,{2B87250A-3130-4743-975F-64E7E7AFB389},WM,100.0,1,0,0,1,165.0,87.0
{8827089B-9EEF-41B4-A708-9B9EEF01B411},ac,{26E8FD9F-DA6F-434C-84A0-D666C2DDEC56},dk,30.0,6,14,0,20,2042.72,2347.44
{26E8FD9F-DA6F-434C-84A0-D666C2DDEC56},dk,{4D5B86DB-7730-4656-9B86-DB77306656BE},AK,23.08,3,10,0,13,1325.34,1588.52
{26E8FD9F-DA6F-434C-84A0-D666C2DDEC56},dk,{EC205991-7770-43C6-94F0-5B719BD9243B},CC,56.25,9,7,0,16,1878.82,1762.7
{26E8FD9F-DA6F-434C-84A0-D666C2DDEC56},dk,{4D8C84EB-2E3A-47C0-9B53-AFF14AC5EA37},CR,62.5,5,3,0,8,947.56,761.5400000000001
{26E8FD9F-DA6F-434C-84A0-D666C2DDEC56},dk,{D2E084E8-90D0-4D92-A341-932971F0D009},DP,75.0,12,4,0,16,1886.5400000000004,1709.96
{26E8FD9F-DA6F-434C-84A0-D666C2DDEC56},dk,{09E9F913-BDB0-4950-9644-E139FB665A84},DW,55.56,10,8,0,18,2026.8200000000002,2019.3799999999999
{26E8FD9F-DA6F-434C-84A0-D666C2DDEC56},dk,{45D0A7E7-09F4-46A9-A645-D9916718BD78},GW,50.0,1,1,0,2,218.5,223.0
{26E8FD9F-DA6F-434C-84A0-D666C2DDEC56},dk,{C061D55B-465C-4196-A1D5-5B465C0196C1},MD,50.0,1,1,0,2,186.22,238.36
{26E8FD9F-DA6F-434C-84A0-D666C2DDEC56},dk,{46A3A90B-4540-4E5B-ABF0-FF0CCED65E27},MS,28.57,6,15,0,21,2169.94,2385.7400000000002
{26E8FD9F-DA6F-434C-84A0-D666C2DDEC56},dk,{AC461785-F6A3-4FE2-904F-9D3FB07C2316},PM,50.0,1,1,0,2,191.0,224.5
{26E8FD9F-DA6F-434C-84A0-D666C2DDEC56},dk,{AB415A49-3D83-422A-815A-493D83822A7E},RP,66.67,8,4,0,12,1320.52,1229.4
{26E8FD9F-DA6F-434C-84A0-D666C2DDEC56},dk,{10A033CE-9579-464C-A7D6-40A19C59EDC4},TM,35.0,7,13,0,20,2115.52,2290.3999999999996
{26E8FD9F-DA6F-434C-84A0-D666C2DDEC56},dk,{2B87250A-3130-4743-975F-64E7E7AFB389},WM,100.0,1,0,0,1,109.0,99.0
{26E8FD9F-DA6F-434C-84A0-D666C2DDEC56},dk,{8827089B-9EEF-41B4-A708-9B9EEF01B411},ac,70.0,14,6,0,20,2347.44,2042.72
